	Participant ID	Slide Nr.	Learning Style Dimension	Content per AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
1845	64	31.0	Perception	First additional material	3788	210.0	64.0	300.0	18	435.0	256.0	Third additional material	3,3216	2052	256.0	184.0	300.0	8	2759.0	264.0	3,29102	6040	3020.0	492.0	5548.0	2	435.0	492.0	6088	3044.0	492.0	5596.0	2	435.0	492.0	0	7	2711.0		407,51	
1849	65	4.0	Understanding	Summary	14380	156.0	64.0	672.0	92	20744.0	112.0	Summary	3,31113	13216	163.0	72.0	672.0	81	20744.0	112.0	3,30796	21588	21588.0	21588.0	21588.0	1	20744.0	21588.0	21608	21608.0	21608.0	21608.0	1	20724.0	21608.0	0	74	20724.0	42332.0	85,73	345,82
1848	65	4.0	Understanding	Table of contents	15688	185.0	72.0	440.0	85	384.0	128.0	Summary	3,37937	15500	185.0	72.0	440.0	84	384.0	128.0	3,37926	18552	6184.0	1424.0	8624.0	3	384.0	1424.0	18736	6245.0	1484.0	8680.0	3	324.0	1484.0	0	76	324.0	10968.0	295,05	342,12
1850	65	7.0	Input	Key words	10136	216.0	72.0	576.0	47	4520.0	136.0	Illustrations	3,26432	9476	226.0	84.0	576.0	42	4520.0	136.0	3,26577	11848	911.0	388.0	2144.0	13	4520.0	1468.0	12324	948.0	424.0	2180.0	13	4508.0	1480.0	0	32	6220.0	5988.0	248,22	237,46
1851	65	7.0	Input	Illustrations	7116	216.0	92.0	496.0	33	232.0	160.0	Illustrations	3,2482	6960	217.0	92.0	496.0	32	232.0	160.0	3,24818	7620	508.0	140.0	2484.0	15	232.0	160.0	8128	542.0	180.0	2556.0	15	204.0	188.0	0	17	204.0	392.0	202,34	241,84
1852	65	10.0	Process	Example	25172	191.0	72.0	372.0	132	70322.0	280.0	Exercise	3,25795	24420	194.0	72.0	372.0	126	70322.0	280.0	3,26095	30412	10137.0	948.0	20832.0	3	70322.0	948.0	30492	10164.0	968.0	20848.0	3	70302.0	968.0	0	114	70302.0	71270.0	87,98	222,1
1854	65	10.0	Process	Theory	25264	170.0	64.0	420.0	149	274.0	72.0	Exercise	3,30803	23596	175.0	64.0	420.0	135	274.0	72.0	3,30527	32120	2920.0	136.0	18932.0	11	274.0	2340.0	32504	2955.0	192.0	18960.0	11	218.0	2396.0	0	119	218.0	2614.0	326,42	147,27
1853	65	10.0	Process	Exercise	29195	180.0	64.0	848.0	162	24774.0	184.0	Exercise	3,32768	23736	187.0	64.0	740.0	127	24982.0	108.0	3,32345	43146	4315.0	88.0	11716.0	10	24774.0	10140.0	43394	4339.0	128.0	11732.0	10	24774.0	10140.0	0	115	35110.0	34914.0	73,21	368,34
1855	65	13.0	Input	Key words	6972	194.0	64.0	504.0	36	197.0	80.0	Key words	3,22269	6564	199.0	64.0	504.0	33	197.0	80.0	3,22288	8608	956.0	104.0	2320.0	9	197.0	356.0	8920	991.0	116.0	2372.0	9	149.0	404.0	0	22	149.0	553.0	253,63	204,05
1856	65	13.0	Input	Illustrations	1956	196.0	80.0	488.0	10	2109.0	216.0	Key words	3,29782	1864	207.0	80.0	488.0	9	2109.0	216.0	3,3021	2052	342.0	92.0	920.0	6	2109.0	920.0	2212	369.0	92.0	932.0	6	2097.0	932.0	0	4	5829.0	3029.0	237,65	177,32
1859	65	16.0	Process	Theory	7825	160.0	72.0	324.0	49	24642.0	324.0	Theory	3,13085	6008	177.0	76.0	324.0	34	24642.0	324.0	3,12292	15749	7875.0	133.0	15616.0	2	24642.0	15616.0	15845	7923.0	201.0	15644.0	2	24614.0	15644.0	0	34	24614.0		169,48	
1857	65	16.0	Process	Example	13572	174.0	64.0	448.0	78	722.0	156.0	Theory	3,14423	12312	187.0	80.0	448.0	66	1242.0	344.0	3,14527	18980	2711.0	156.0	14668.0	7	722.0	156.0	19148	2735.0	156.0	14708.0	7	722.0	156.0	0	55	1234.0	878.0	34,59	118,7
1858	65	16.0	Process	Exercise	53171	201.0	64.0	812.0	264	40406.0	140.0	Theory	3,20928	48775	202.0	68.0	640.0	242	40406.0	140.0	3,21208	70627	35314.0	1756.0	68871.0	2	40406.0	1756.0	70715	35358.0	1812.0	68903.0	2	40350.0	1812.0	0	225		111549.0		350,48
1861	65	19.0	Input	Illustrations	976	163.0	112.0	240.0	6	204.0	220.0	Illustrations	3,34595	976	163.0	112.0	240.0	6	204.0	220.0	3,34595	1064	266.0	152.0	400.0	4	204.0	220.0	1180	295.0	188.0	412.0	4	172.0	252.0	0	1	172.0	424.0	266,53	179,36
1860	65	19.0	Input	Key words	2000	200.0	104.0	384.0	10	580.0	244.0	Illustrations	3,42543	1836	204.0	104.0	384.0	9	580.0	244.0	3,42131	2472	1236.0	968.0	1504.0	2	580.0	968.0	2524	1262.0	992.0	1532.0	2	556.0	992.0	0	6	556.0		131,31	
1862	65	22.0	Process	Example	14036	167.0	68.0	408.0	84	78501.0	228.0	Exercise	3,40226	12988	178.0	68.0	408.0	73	78501.0	228.0	3,40105	22532	22532.0	22532.0	22532.0	1	78501.0	22532.0	22592	22592.0	22592.0	22592.0	1	78441.0	22592.0	0	63	78441.0		349,07	
1864	65	22.0	Process	Theory	9852	147.0	72.0	264.0	67	63966.0	148.0	Exercise	3,54507	9532	147.0	72.0	264.0	65	63966.0	148.0	3,54866	13276	3319.0	92.0	9464.0	4	63966.0	3328.0	13432	3358.0	120.0	9492.0	4	63898.0	3396.0	0	43	63898.0	67294.0	382,15	271,47
1863	65	22.0	Process	Exercise	40144	191.0	64.0	608.0	210	498.0	64.0	Exercise	3,37027	33832	199.0	64.0	544.0	170	1322.0	236.0	3,36971	57923	2896.0	164.0	20312.0	20	498.0	2460.0	58351	2918.0	192.0	20340.0	20	498.0	2460.0	0	131	4530.0	2958.0	202,85	271,37
1866	65	25.0	Perception	Supporting text	14476	179.0	64.0	352.0	81	322.0	80.0	Supporting text	3,3322	14104	181.0	68.0	352.0	78	322.0	80.0	3,33121	17220	5740.0	64.0	13724.0	3	322.0	3432.0	17296	5765.0	100.0	13724.0	3	282.0	3472.0	0	69	52465.0	3754.0	249,84	225,59
1865	65	25.0	Perception	Multiple choice question	23812	174.0	60.0	448.0	137	18602.0	144.0	Supporting text	3,28995	21672	178.0	60.0	448.0	122	18602.0	144.0	3,29368	33660	16830.0	7236.0	26424.0	2	18602.0	26424.0	33712	16856.0	7264.0	26448.0	2	18578.0	26448.0	0	112	18578.0	45025.0	125,05	132,07
1868	65	28.0	Perception	Supporting text	11344	172.0	68.0	380.0	66	37810.0	152.0	Multiple choice question	3,28699	11020	175.0	68.0	380.0	63	37810.0	152.0	3,28547	14288	14288.0	14288.0	14288.0	1	37810.0	14288.0	14320	14320.0	14320.0	14320.0	1	37778.0	14320.0	0	60		52098.0		388,34
1867	65	28.0	Perception	Multiple choice question	25496	176.0	49.0	456.0	145	0.0	183.0	Multiple choice question	3,31357	23744	177.0	72.0	456.0	134	1331.0	292.0	3,31087	35891	5127.0	140.0	24924.0	7	0.0	183.0	36019	5146.0	140.0	24944.0	7	0.0	183.0	0	116	1323.0	1623.0	33,07	117,57
1871	65	31.0	Perception	Third additional material	1412	141.0	64.0	268.0	10	6206.0	132.0	Third additional material	3,48775	1412	141.0	64.0	268.0	10	6206.0	132.0	3,48775	1660	830.0	380.0	1280.0	2	6206.0	1280.0	1800	900.0	448.0	1352.0	2	6134.0	1352.0	0	7	11889.0	7486.0	391,22	437,46
1870	65	31.0	Perception	Second additional material	2248	187.0	68.0	316.0	12	4518.0	316.0	Third additional material	3,41487	2248	187.0	68.0	316.0	12	4518.0	316.0	3,41487	2576	1288.0	972.0	1604.0	2	4518.0	972.0	2620	1310.0	992.0	1628.0	2	4498.0	992.0	0	8	4498.0	5490.0	79,37	323,41
1869	65	31.0	Perception	First additional material	1252	179.0	68.0	420.0	7	210.0	68.0	Third additional material	3,47891	1252	179.0	68.0	420.0	7	210.0	68.0	3,47891	1336	334.0	148.0	568.0	4	210.0	224.0	1496	374.0	176.0	644.0	4	170.0	264.0	0	3	170.0	434.0	229,5	111,54
1872	66	4.0	Understanding	Table of contents	11460	208.0	116.0	612.0	55	301.0	164.0	Summary	3,31698	11460	208.0	116.0	612.0	55	301.0	164.0	3,31698	13508	3377.0	1008.0	8268.0	4	301.0	2624.0	13620	3405.0	1016.0	8312.0	4	249.0	2676.0	0	42	249.0	2925.0	411,68	192,3
1873	66	4.0	Understanding	Summary	21364	230.0	68.0	824.0	93	2973.0	236.0	Summary	3,26944	21224	231.0	68.0	824.0	92	2973.0	236.0	3,26986	25388	6347.0	236.0	16996.0	4	2973.0	236.0	25492	6373.0	284.0	17012.0	4	2925.0	284.0	0	72	2925.0	3209.0	192,3	366,64
1875	66	7.0	Input	Illustrations	5560	253.0	104.0	472.0	22	254.0	284.0	Illustrations	3,29919	5560	253.0	104.0	472.0	22	254.0	284.0	3,29919	5972	543.0	136.0	1160.0	11	254.0	880.0	6420	584.0	180.0	1204.0	11	198.0	936.0	0	11	198.0	1134.0	190,84	104,35
1874	66	7.0	Input	Key words	5240	276.0	120.0	432.0	19	1178.0	224.0	Illustrations	3,29169	5240	276.0	120.0	432.0	19	1178.0	224.0	3,29169	5492	499.0	228.0	1416.0	11	1178.0	560.0	5972	543.0	280.0	1464.0	11	1134.0	604.0	0	8	1134.0	1738.0	104,35	196,53
1878	66	10.0	Process	Theory	18072	210.0	64.0	512.0	86	558.0	112.0	Theory	3,20453	18008	212.0	84.0	512.0	85	558.0	112.0	3,20427	21448	7149.0	64.0	21208.0	3	558.0	21208.0	21556	7185.0	68.0	21216.0	3	550.0	21216.0	0	75	73863.0	21767.0	589,32	92,39
1877	66	10.0	Process	Exercise	22176	213.0	60.0	688.0	104	21807.0	384.0	Theory	3,21874	21908	213.0	60.0	688.0	103	21807.0	384.0	3,22029	27020	9007.0	116.0	25928.0	3	21807.0	25928.0	27152	9051.0	164.0	25968.0	3	21767.0	25968.0	0	86	21767.0	47735.0	92,39	115,35
1876	66	10.0	Process	Example	20236	204.0	68.0	400.0	99	47783.0	216.0	Theory	3,11505	19836	202.0	68.0	384.0	98	47783.0	216.0	3,11663	24436	8145.0	872.0	22204.0	3	47783.0	872.0	24596	8199.0	920.0	22264.0	3	47735.0	920.0	0	80	47735.0	48655.0	115,35	139,96
1880	66	13.0	Input	Illustrations	572	143.0	120.0	184.0	4	3298.0	120.0	Key words	3,24083	572	143.0	120.0	184.0	4	3298.0	120.0	3,24083	616	205.0	132.0	348.0	3	3298.0	348.0	772	257.0	184.0	400.0	3	3246.0	400.0	0	1	3246.0	4626.0	208,4	234,61
1879	66	13.0	Input	Key words	4672	222.0	88.0	472.0	21	406.0	132.0	Key words	3,19209	4672	222.0	88.0	472.0	21	406.0	132.0	3,19209	5900	983.0	204.0	2588.0	6	406.0	1300.0	6072	1012.0	252.0	2640.0	6	346.0	1360.0	0	8	346.0	1706.0	255,67	182,46
1883	66	16.0	Process	Theory	14176	208.0	80.0	432.0	68	904.0	184.0	Example	2,84883	14176	208.0	80.0	432.0	68	904.0	184.0	2,84883	17056	5685.0	396.0	15808.0	3	904.0	396.0	17184	5728.0	452.0	15848.0	3	848.0	452.0	0	58	848.0	1300.0	188,88	207,77
1882	66	16.0	Process	Exercise	43160	238.0	76.0	620.0	181	1356.0	416.0	Example	3,02588	43160	238.0	76.0	620.0	181	1356.0	416.0	3,02588	50460	8410.0	132.0	31800.0	6	1356.0	844.0	50668	8445.0	156.0	31844.0	6	1300.0	900.0	0	153	1300.0	38280.0	207,77	101,19
1881	66	16.0	Process	Example	17119	225.0	88.0	596.0	76	228.0	116.0	Example	3,23479	16876	225.0	88.0	596.0	75	228.0	116.0	3,23277	20511	6837.0	620.0	18248.0	3	228.0	620.0	20611	6870.0	672.0	18252.0	3	176.0	672.0	0	64	176.0	848.0	312,39	188,88
1885	66	19.0	Input	Illustrations	4276	225.0	100.0	488.0	19	273.0	200.0	Key words	3,1815	4276	225.0	100.0	488.0	19	273.0	200.0	3,1815	4772	682.0	120.0	2228.0	7	273.0	200.0	5108	730.0	172.0	2288.0	7	229.0	244.0	0	11	229.0	473.0	302,53	165,31
1884	66	19.0	Input	Key words	5180	273.0	124.0	452.0	19	4657.0	156.0	Key words	2,97263	5180	273.0	124.0	452.0	19	4657.0	156.0	2,97263	5612	802.0	204.0	2504.0	7	4657.0	472.0	5912	845.0	224.0	2560.0	7	4617.0	512.0	0	12	4617.0	5129.0	198,37	155,83
1887	66	22.0	Process	Exercise	35024	225.0	64.0	628.0	156	262.0	136.0	Example	3,19427	35024	225.0	64.0	628.0	156	262.0	136.0	3,19427	40992	20496.0	11716.0	29276.0	2	262.0	11716.0	41148	20574.0	11772.0	29376.0	2	206.0	11772.0	0	139	206.0	11978.0	402,58	496,71
1888	66	22.0	Process	Theory	7632	186.0	64.0	552.0	41	41814.0	184.0	Example	2,83563	7632	186.0	64.0	552.0	41	41814.0	184.0	2,83563	9520	9520.0	9520.0	9520.0	1	41814.0	9520.0	9528	9528.0	9528.0	9528.0	1	41806.0	9528.0	0	33		51334.0		272,72
1886	66	22.0	Process	Example	13576	215.0	84.0	424.0	63	51682.0	256.0	Example	2,85231	13424	217.0	84.0	424.0	62	51682.0	256.0	2,85404	16812	16812.0	16812.0	16812.0	1	51682.0	16812.0	16844	16844.0	16844.0	16844.0	1	51650.0	16844.0	0	53	51650.0		114,3	
1889	66	25.0	Perception	Multiple choice question	18112	199.0	72.0	372.0	91	23769.0	204.0	Supporting text	2,94158	18112	199.0	72.0	372.0	91	23769.0	204.0	2,94158	21672	4334.0	316.0	12864.0	5	23769.0	408.0	21828	4366.0	360.0	12904.0	5	23737.0	440.0	0	80	23737.0	24177.0	141,69	61,04
1890	66	25.0	Perception	Supporting text	25484	218.0	68.0	1372.0	117	409.0	180.0	Supporting text	2,9086	25260	218.0	68.0	1372.0	116	409.0	180.0	2,90536	30408	5068.0	156.0	23108.0	6	409.0	23108.0	30644	5107.0	204.0	23156.0	6	361.0	23156.0	0	93	361.0	33093.0	346,84	240,92
1892	66	28.0	Perception	Supporting text	19388	236.0	76.0	528.0	82	28731.0	312.0	Multiple choice question	2,7693	19388	236.0	76.0	528.0	82	28731.0	312.0	2,7693	22476	4495.0	700.0	15940.0	5	28731.0	1404.0	22696	4539.0	756.0	15984.0	5	28707.0	1428.0	0	71	28707.0	31523.0	96,54	229,21
1891	66	28.0	Perception	Multiple choice question	19184	213.0	64.0	448.0	90	366.0	204.0	Multiple choice question	2,85683	19184	213.0	64.0	448.0	90	366.0	204.0	2,85683	22668	2519.0	332.0	17124.0	9	366.0	384.0	22992	2555.0	336.0	17156.0	9	326.0	424.0	0	75	4594.0	750.0	134,05	132,22
1893	66	31.0	Perception	First additional material	11168	199.0	68.0	432.0	56	653.0	168.0	Third additional material	3,08912	11168	199.0	68.0	432.0	56	653.0	168.0	3,08912	13324	4441.0	168.0	12880.0	3	653.0	168.0	13380	4460.0	188.0	12912.0	3	633.0	188.0	0	48	633.0	15013.0	59,33	75,05
1894	66	31.0	Perception	Second additional material	10800	220.0	68.0	536.0	49	16277.0	432.0	Third additional material	2,62237	10800	220.0	68.0	536.0	49	16277.0	432.0	2,62237	12960	2592.0	132.0	10560.0	5	16277.0	1852.0	13084	2617.0	140.0	10588.0	5	16257.0	1872.0	0	38	16257.0	18129.0	50,5	174,59
1895	66	31.0	Perception	Third additional material	12372	238.0	80.0	512.0	52	30642.0	372.0	Third additional material	2,63137	12372	238.0	80.0	512.0	52	30642.0	372.0	2,63137	14656	3664.0	372.0	9264.0	4	30642.0	372.0	14768	3692.0	404.0	9272.0	4	30610.0	404.0	0	42	30610.0	31014.0	149,93	135,48
1896	67	4.0	Understanding	Table of contents	9958	232.0	67.0	408.0	43	416.0	408.0	Summary	3,1651	9958	232.0	67.0	408.0	43	416.0	408.0	3,1651	11508	11508.0	11508.0	11508.0	1	416.0	11508.0	11567	11567.0	11567.0	11567.0	1	358.0	11567.0	0	39	358.0	11924.0	367,45	317,47
1897	67	4.0	Understanding	Summary	27791	240.0	75.0	883.0	116	11982.0	158.0	Summary	3,07092	27791	240.0	75.0	883.0	116	11982.0	158.0	3,07092	33025	33025.0	33025.0	33025.0	1	11982.0	33025.0	33083	33083.0	33083.0	33083.0	1	11924.0	33083.0	0	104	11924.0	45007.0	317,47	155,64
1898	67	7.0	Input	Key words	4325	288.0	92.0	650.0	15	5366.0	342.0	Illustrations	3,12237	4325	288.0	92.0	650.0	15	5366.0	342.0	3,12237	4650	664.0	375.0	967.0	7	5366.0	967.0	4958	708.0	425.0	1017.0	7	5316.0	1017.0	0	7	5316.0	6333.0	334,09	152,58
1899	67	7.0	Input	Illustrations	8233	242.0	83.0	758.0	34	366.0	150.0	Illustrations	3,09384	8233	242.0	83.0	758.0	34	366.0	150.0	3,09384	9458	1182.0	100.0	4950.0	8	366.0	4950.0	9825	1228.0	142.0	5008.0	8	308.0	5008.0	0	23	308.0	5316.0	331,54	334,09
1902	67	10.0	Process	Theory	18475	223.0	75.0	525.0	83	452.0	108.0	Theory	3,06837	18308	223.0	75.0	525.0	82	452.0	108.0	3,06684	21967	5492.0	350.0	19125.0	4	452.0	1142.0	22183	5546.0	409.0	19158.0	4	385.0	1208.0	0	72	385.0	1593.0	354,67	224,37
1901	67	10.0	Process	Exercise	28800	227.0	67.0	667.0	127	1643.0	367.0	Theory	3,00005	28800	227.0	67.0	667.0	127	1643.0	367.0	3,00005	33766	6753.0	367.0	20900.0	5	1643.0	367.0	34025	6805.0	417.0	20916.0	5	1593.0	417.0	0	114	1593.0	2010.0	224,37	218,62
1900	67	10.0	Process	Example	18533	232.0	67.0	508.0	80	45126.0	158.0	Theory	2,92687	18533	232.0	67.0	508.0	80	45126.0	158.0	2,92687	21691	10846.0	967.0	20725.0	2	45126.0	967.0	21758	10879.0	1017.0	20741.0	2	45076.0	1017.0	0	73	45076.0	67609.0	366,68	345,07
1903	67	13.0	Input	Key words	3934	262.0	133.0	783.0	15	301.0	133.0	Key words	3,14405	3750	268.0	133.0	783.0	14	301.0	133.0	3,14237	4309	718.0	184.0	1700.0	6	301.0	933.0	4526	754.0	218.0	1750.0	6	260.0	975.0	0	8	260.0	1235.0	314,25	126,42
1904	67	13.0	Input	Illustrations	1667	167.0	100.0	250.0	10	3843.0	133.0	Key words	2,9993	1667	167.0	100.0	250.0	10	3843.0	133.0	2,9993	2117	706.0	558.0	875.0	3	3843.0	875.0	2275	758.0	600.0	933.0	3	3785.0	933.0	0	5	3785.0	4718.0	377,63	240,96
1907	67	16.0	Process	Theory	15350	236.0	75.0	817.0	65	21400.0	92.0	Example	2,96412	15350	236.0	75.0	817.0	65	21400.0	92.0	2,96412	18316	18316.0	18316.0	18316.0	1	21400.0	18316.0	18325	18325.0	18325.0	18325.0	1	21392.0	18325.0	0	57		39716.0		404,2
1905	67	16.0	Process	Example	17284	230.0	83.0	508.0	75	434.0	217.0	Example	2,95271	17091	231.0	83.0	508.0	74	434.0	217.0	2,94923	20684	6895.0	192.0	17391.0	3	434.0	17391.0	20792	6931.0	259.0	17416.0	3	409.0	17416.0	0	63	409.0	17825.0	181,21	378,53
1906	67	16.0	Process	Exercise	37041	261.0	83.0	1458.0	142	39775.0	175.0	Example	2,96049	36775	261.0	83.0	1458.0	141	39775.0	175.0	2,96114	43433	21716.0	317.0	43116.0	2	39775.0	317.0	43508	21754.0	375.0	43133.0	2	39716.0	375.0	0	127	39716.0		404,2	
1909	67	19.0	Input	Illustrations	4775	208.0	42.0	467.0	23	314.0	200.0	Illustrations	2,91429	4733	215.0	83.0	467.0	22	314.0	200.0	2,9145	5567	1392.0	42.0	2767.0	4	314.0	350.0	5733	1433.0	108.0	2808.0	4	272.0	392.0	0	17	272.0	664.0	275,09	132,37
1908	67	19.0	Input	Key words	3425	285.0	75.0	683.0	12	4881.0	167.0	Illustrations	2,85785	3425	285.0	75.0	683.0	12	4881.0	167.0	2,85785	4042	2021.0	950.0	3092.0	2	4881.0	3092.0	4108	2054.0	983.0	3125.0	2	4847.0	3125.0	0	8	4847.0	7972.0	152,7	138,12
1911	67	22.0	Process	Exercise	29225	238.0	83.0	767.0	123	311.0	125.0	Exercise	3,19564	29225	238.0	83.0	767.0	123	311.0	125.0	3,19564	34733	11578.0	658.0	31608.0	3	311.0	658.0	34891	11630.0	717.0	31666.0	3	253.0	717.0	0	104	253.0	33219.0	377,27	253,01
1912	67	22.0	Process	Theory	6500	241.0	75.0	667.0	27	1328.0	225.0	Exercise	3,04054	6500	241.0	75.0	667.0	27	1328.0	225.0	3,04054	7317	1829.0	225.0	4450.0	4	1328.0	225.0	7475	1869.0	267.0	4475.0	4	1286.0	267.0	0	23	33219.0	1553.0	253,01	289,84
1910	67	22.0	Process	Example	14133	214.0	75.0	508.0	66	40403.0	125.0	Exercise	2,92711	14133	214.0	75.0	508.0	66	40403.0	125.0	2,92711	17016	17016.0	17016.0	17016.0	1	40403.0	17016.0	17041	17041.0	17041.0	17041.0	1	40378.0	17041.0	0	60	40378.0		82,06	
1913	67	25.0	Perception	Multiple choice question	17900	242.0	75.0	708.0	74	17518.0	208.0	Supporting text	2,87704	17900	242.0	75.0	708.0	74	17518.0	208.0	2,87704	20966	20966.0	20966.0	20966.0	1	17518.0	20966.0	20983	20983.0	20983.0	20983.0	1	17501.0	20983.0	0	67	17501.0	38485.0	59,51	374,92
1914	67	25.0	Perception	Supporting text	14252	201.0	67.0	367.0	71	410.0	192.0	Supporting text	3,01006	13875	201.0	67.0	367.0	69	410.0	192.0	3,01146	17494	5831.0	178.0	17091.0	3	410.0	17091.0	17627	5876.0	219.0	17116.0	3	385.0	17116.0	0	59	385.0	17501.0	96,96	59,51
1916	67	28.0	Perception	Supporting text	12558	224.0	92.0	575.0	56	16351.0	200.0	Multiple choice question	2,83669	12558	224.0	92.0	575.0	56	16351.0	200.0	2,83669	14783	4928.0	342.0	12500.0	3	16351.0	1942.0	14858	4953.0	383.0	12516.0	3	16334.0	1958.0	0	49	16334.0	31084.0	48,41	270,97
1915	67	28.0	Perception	Multiple choice question	16532	226.0	15.0	550.0	73	276.0	117.0	Multiple choice question	2,9817	16516	229.0	75.0	550.0	72	276.0	117.0	2,9815	19815	6605.0	967.0	15866.0	3	276.0	15866.0	19957	6652.0	1008.0	15916.0	3	226.0	15916.0	0	62	226.0	16143.0	326,5	118,78
1919	67	31.0	Perception	Third additional material	10591	216.0	75.0	425.0	49	34199.0	417.0	Third additional material	2,88662	10591	216.0	75.0	425.0	49	34199.0	417.0	2,88662	12600	6300.0	625.0	11975.0	2	34199.0	625.0	12666	6333.0	658.0	12008.0	2	34166.0	658.0	0	44	34166.0		83,74	
1917	67	31.0	Perception	First additional material	11625	215.0	75.0	383.0	54	466.0	225.0	Third additional material	3,10301	11625	215.0	75.0	383.0	54	466.0	225.0	3,10301	13941	6971.0	1867.0	12075.0	2	466.0	1867.0	13975	6987.0	1892.0	12083.0	2	441.0	1892.0	0	47	441.0	2333.0	143,38	215,76
1918	67	31.0	Perception	Second additional material	16258	254.0	117.0	617.0	64	15225.0	150.0	Third additional material	2,96655	16258	254.0	117.0	617.0	64	15225.0	150.0	2,96655	18941	18941.0	18941.0	18941.0	1	15225.0	18941.0	18991	18991.0	18991.0	18991.0	1	15175.0	18991.0	0	56	15175.0	34166.0	340,16	83,74
1920	68	4.0	Understanding	Table of contents	1108	111.0	68.0	144.0	10	1196.0	144.0	Summary	4,98561	140	140.0	140.0	140.0	1	5080.0	140.0	4,91001	7420	7420.0	7420.0	7420.0	1	1196.0	7420.0	7420	7420.0	7420.0	7420.0	1	1196.0	7420.0	0	1				
1921	68	4.0	Understanding	Summary	2340	123.0	64.0	252.0	19	15796.0	128.0	Summary	5,19626	0				0				12988	4329.0	120.0	12728.0	3	15796.0	12728.0	12988	4329.0	120.0	12728.0	3	15796.0	12728.0	0	0				
1922	68	7.0	Input	Key words	688	115.0	64.0	176.0	6	5334.0	176.0	Illustrations	5,13821	0				0				960	192.0	64.0	512.0	5	5334.0	176.0	960	192.0	64.0	512.0	5	5334.0	176.0	0	0				
1923	68	7.0	Input	Illustrations	1593	123.0	68.0	228.0	13	1266.0	100.0	Illustrations	5,2811	0				0				4141	592.0	92.0	2104.0	7	1266.0	100.0	4189	598.0	92.0	2104.0	7	1246.0	120.0	0	0				
1925	68	10.0	Process	Exercise	4176	127.0	68.0	212.0	33	15666.0	92.0	Theory	5,16159	84	84.0	84.0	84.0	1	28986.0	84.0	4,94751	11876	1484.0	92.0	8312.0	8	15666.0	92.0	11876	1484.0	92.0	8312.0	8	15666.0	92.0	0	1				
1926	68	10.0	Process	Theory	3826	137.0	64.0	256.0	28	655.0	176.0	Theory	5,40461	356	178.0	140.0	216.0	2	2695.0	140.0	5,39443	13094	2619.0	190.0	10532.0	5	655.0	10532.0	13110	2622.0	190.0	10532.0	5	655.0	10532.0	0	0		11186.0		147,38
1924	68	10.0	Process	Example	3820	119.0	64.0	236.0	32	33002.0	156.0	Theory	4,94079	668	111.0	72.0	160.0	6	36794.0	92.0	4,87462	23148	3858.0	220.0	12524.0	6	33002.0	324.0	23196	3866.0	236.0	12544.0	6	33002.0	324.0	0	2				
1927	68	13.0	Input	Key words	328	109.0	64.0	156.0	3	9775.0	64.0	Illustrations	4,7632	0				0				2224	1112.0	64.0	2160.0	2	9775.0	64.0	2224	1112.0	64.0	2160.0	2	9775.0	64.0	0	0				
1928	68	13.0	Input	Illustrations	472	118.0	108.0	132.0	4	4399.0	112.0	Illustrations	5,05691	0				0				2620	873.0	108.0	2380.0	3	4399.0	2380.0	2620	873.0	108.0	2380.0	3	4399.0	2380.0	0	0				
1930	68	16.0	Process	Exercise	688	98.0	28.0	140.0	7	29585.0	104.0	Exercise	5,00833	0				0				11704	5852.0	28.0	11676.0	2	29585.0	11676.0	11704	5852.0	28.0	11676.0	2	29585.0	11676.0	0	0				
1931	68	16.0	Process	Theory	592	99.0	60.0	144.0	6	17045.0	104.0	Exercise	5,27395	0				0				8732	4366.0	128.0	8604.0	2	17045.0	8604.0	8732	4366.0	128.0	8604.0	2	17045.0	8604.0	0	0				
1929	68	16.0	Process	Example	180	90.0	80.0	100.0	2	3266.0	80.0	Exercise	5,52802	0				0				8796	8796.0	8796.0	8796.0	1	3266.0	8796.0	8796	8796.0	8796.0	8796.0	1	3266.0	8796.0	0	0				
1933	68	19.0	Input	Illustrations	924	115.0	68.0	184.0	8	497.0	92.0	Key words	4,94873	96	96.0	96.0	96.0	1	2773.0	96.0	5,29413	5648	1412.0	96.0	4360.0	4	497.0	1076.0	5668	1417.0	116.0	4360.0	4	497.0	1076.0	0	0				
1932	68	19.0	Input	Key words	264	88.0	68.0	104.0	3	3417.0	68.0	Key words	4,9707	0				0				700	350.0	68.0	632.0	2	3417.0	68.0	700	350.0	68.0	632.0	2	3417.0	68.0	0	0				
