	Participant ID	Slide Nr.	Learning Style Dimension	Content per AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
1761	61	16.0	Process	Example	10888	222.0	52.0	428.0	49	0.0	52.0	Theory	2,29679	10676	232.0	92.0	428.0	46	312.0	160.0	2,29626	13336	2667.0	52.0	11212.0	5	0.0	52.0	13528	2706.0	52.0	11232.0	5	0.0	52.0	0	41	256.0	52.0	347,14	124,74
1765	61	19.0	Input	Illustrations	2408	268.0	120.0	508.0	9	251.0	120.0	Key words	2,40498	2288	286.0	152.0	508.0	8	1939.0	304.0	2,3924	2600	650.0	120.0	1840.0	4	251.0	120.0	2716	679.0	120.0	1864.0	4	251.0	120.0	0	5	1915.0	3779.0	178,04	411
1764	61	19.0	Input	Key words	2267	252.0	144.0	388.0	9	3839.0	144.0	Key words	2,35799	2108	263.0	144.0	388.0	8	3839.0	144.0	2,35235	2451	817.0	159.0	1456.0	3	3839.0	836.0	2543	848.0	159.0	1488.0	3	3779.0	896.0	0	6	3779.0	4675.0	411	261,69
1766	61	22.0	Process	Example	20820	257.0	88.0	660.0	81	63522.0	240.0	Exercise	2,29615	18852	266.0	116.0	660.0	71	63786.0	172.0	2,29617	24476	12238.0	436.0	24040.0	2	63522.0	436.0	24540	12270.0	436.0	24104.0	2	63522.0	436.0	0	71	70366.0	63958.0	344,1	273,92
1768	61	22.0	Process	Theory	15616	240.0	88.0	400.0	65	48618.0	164.0	Exercise	2,33856	13604	252.0	136.0	400.0	54	51182.0	380.0	2,33678	19856	6619.0	164.0	13332.0	3	48618.0	164.0	19936	6645.0	172.0	13356.0	3	48610.0	172.0	0	53	63958.0	70366.0	273,92	344,1
1767	61	22.0	Process	Exercise	35008	237.0	36.0	644.0	148	223.0	112.0	Exercise	2,24118	33711	237.0	92.0	644.0	142	223.0	112.0	2,23781	39760	3615.0	120.0	12544.0	11	223.0	428.0	40212	3656.0	144.0	12572.0	11	171.0	480.0	0	130	171.0	651.0	262,91	101,51
1770	61	25.0	Perception	Supporting text	18386	239.0	84.0	480.0	77	3652.0	216.0	Supporting text	2,26459	17836	238.0	84.0	480.0	75	3652.0	216.0	2,26429	21402	5350.0	318.0	20112.0	4	3652.0	504.0	21518	5379.0	318.0	20140.0	4	3588.0	568.0	0	64	3588.0	4156.0	407,29	114,79
1769	61	25.0	Perception	Multiple choice question	22232	218.0	60.0	456.0	102	1664.0	340.0	Supporting text	2,33145	20880	222.0	60.0	456.0	94	1664.0	340.0	2,33072	26600	5320.0	264.0	13900.0	5	1664.0	1924.0	26740	5348.0	284.0	13924.0	5	1620.0	1968.0	0	89	1620.0	3588.0	329,93	407,29
1772	61	28.0	Perception	Supporting text	13332	215.0	68.0	488.0	62	19372.0	196.0	Multiple choice question	2,32252	11368	237.0	112.0	488.0	48	19372.0	196.0	2,30779	18328	6109.0	128.0	16756.0	3	19372.0	16756.0	18404	6135.0	156.0	16780.0	3	19348.0	16780.0	0	46	19348.0	39080.0	146,64	389,93
1771	61	28.0	Perception	Multiple choice question	15080	225.0	60.0	560.0	67	0.0	160.0	Multiple choice question	2,23556	13948	232.0	64.0	560.0	60	216.0	152.0	2,21262	17544	3509.0	316.0	14040.0	5	0.0	552.0	17720	3544.0	388.0	14068.0	5	0.0	552.0	0	57	1724.0	552.0	395,92	300
1775	61	31.0	Perception	Third additional material	20180	243.0	84.0	472.0	83	44222.0	260.0	Second additional material	2,24167	18976	246.0	84.0	472.0	77	44222.0	260.0	2,24194	23884	23884.0	23884.0	23884.0	1	44222.0	23884.0	23912	23912.0	23912.0	23912.0	1	44194.0	23912.0	0	76	44194.0	68105.0	138,78	241,62
1774	61	31.0	Perception	Second additional material	15402	244.0	60.0	572.0	63	22202.0	264.0	Second additional material	2,26752	12784	261.0	80.0	572.0	49	22202.0	264.0	2,25541	20422	3404.0	216.0	12312.0	6	22202.0	264.0	20570	3428.0	236.0	12336.0	6	22178.0	288.0	0	40	22178.0	22466.0	84,56	124,54
1773	61	31.0	Perception	First additional material	13888	244.0	88.0	384.0	57	295.0	144.0	Second additional material	2,18746	13136	253.0	88.0	384.0	52	295.0	144.0	2,1853	16552	4138.0	380.0	13096.0	4	295.0	380.0	16816	4204.0	436.0	13128.0	4	239.0	436.0	0	48	1859.0	675.0	462,98	140,68
1776	62	4.0	Understanding	Table of contents	22581	193.0	64.0	772.0	117	466.0	172.0	Table of contents	3,13292	21688	197.0	84.0	772.0	110	466.0	172.0	3,12987	27277	13639.0	8029.0	19248.0	2	466.0	19248.0	27405	13703.0	8105.0	19300.0	2	414.0	19300.0	0	103	414.0	19714.0	397,55	453,45
1777	62	4.0	Understanding	Summary	57416	210.0	64.0	680.0	273	19778.0	164.0	Table of contents	3,17082	52644	215.0	76.0	680.0	245	19778.0	164.0	3,16926	68296	68296.0	68296.0	68296.0	1	19778.0	68296.0	68360	68360.0	68360.0	68360.0	1	19714.0	68360.0	0	236	19714.0	88074.0	453,45	430,95
1778	62	7.0	Input	Key words	14616	281.0	104.0	1532.0	52	1705.0	208.0	Key words	3,12022	12668	288.0	104.0	1532.0	44	1705.0	208.0	3,12188	17448	1939.0	252.0	8092.0	9	1705.0	1004.0	17732	1970.0	280.0	8132.0	9	1669.0	1040.0	0	31	15109.0	20289.0	425,69	235,37
1779	62	7.0	Input	Illustrations	19440	347.0	80.0	1060.0	56	1545.0	84.0	Key words	3,21491	14608	356.0	80.0	1060.0	41	2881.0	80.0	3,2144	23512	2612.0	84.0	12228.0	9	1545.0	84.0	23876	2653.0	84.0	12308.0	9	1545.0	84.0	0	31	20289.0	15109.0	235,37	425,69
1780	62	10.0	Process	Example	16940	202.0	60.0	736.0	84	68690.0	136.0	Example	2,91086	15592	214.0	76.0	736.0	73	68690.0	136.0	2,91721	21272	21272.0	21272.0	21272.0	1	68690.0	21272.0	21300	21300.0	21300.0	21300.0	1	68662.0	21300.0	0	72	68662.0	89962.0	84,8	419,79
1781	62	10.0	Process	Exercise	30604	210.0	84.0	708.0	146	31393.0	288.0	Example	3,02008	30168	211.0	84.0	708.0	143	31393.0	288.0	3,02001	35224	8806.0	1044.0	31512.0	4	31393.0	1380.0	35412	8853.0	1072.0	31608.0	4	31357.0	1416.0	0	134	31357.0	32773.0	107,13	57,17
1782	62	10.0	Process	Theory	23885	206.0	64.0	548.0	116	0.0	189.0	Example	3,18437	22708	208.0	80.0	548.0	109	605.0	228.0	3,16896	27725	13863.0	1605.0	26120.0	2	0.0	1605.0	27821	13911.0	1605.0	26216.0	2	0.0	1605.0	0	108		31357.0		107,13
1783	62	13.0	Input	Key words	5556	253.0	120.0	536.0	22	0.0	184.0	Illustrations	3,22508	4640	244.0	120.0	372.0	19	208.0	340.0	3,23581	6424	1285.0	372.0	2160.0	5	0.0	1172.0	6600	1320.0	412.0	2208.0	5	0.0	1172.0	0	13	2752.0	4960.0	319,27	118,63
1784	62	13.0	Input	Illustrations	4232	212.0	40.0	660.0	20	1228.0	148.0	Illustrations	3,07653	3736	220.0	92.0	660.0	17	1228.0	148.0	3,07672	4916	983.0	148.0	3320.0	5	1228.0	148.0	5004	1001.0	156.0	3336.0	5	1220.0	156.0	0	11	10172.0	1376.0	164	353,67
1787	62	16.0	Process	Theory	13328	199.0	72.0	492.0	67	27270.0	228.0	Exercise	2,93677	13220	200.0	72.0	492.0	66	27270.0	228.0	2,93513	15464	5155.0	212.0	14576.0	3	27270.0	676.0	15592	5197.0	232.0	14604.0	3	27190.0	756.0	0	60	27190.0	29170.0	433,27	144,5
1785	62	16.0	Process	Example	21162	205.0	70.0	476.0	103	0.0	70.0	Exercise	3,08243	20024	215.0	104.0	476.0	93	90.0	124.0	3,0848	26122	13061.0	974.0	25148.0	2	0.0	974.0	26194	13097.0	974.0	25220.0	2	0.0	974.0	0	89	1970.0	974.0	428,91	216,94
1786	62	16.0	Process	Exercise	27905	192.0	64.0	592.0	145	44066.0	144.0	Exercise	3,01114	24152	193.0	72.0	592.0	125	44066.0	144.0	3,01055	35453	17726.0	4024.0	31428.0	2	44066.0	31428.0	35573	17786.0	4084.0	31488.0	2	44006.0	31488.0	0	116	44006.0	75494.0	386,47	169,47
1789	62	19.0	Input	Illustrations	1488	248.0	72.0	404.0	6	6862.0	404.0	Key words	3,1969	1416	283.0	196.0	404.0	5	6862.0	404.0	3,20258	1536	384.0	72.0	816.0	4	6862.0	404.0	1660	415.0	72.0	844.0	4	6798.0	468.0	0	2	6798.0	7266.0	400,01	202,74
1788	62	19.0	Input	Key words	3512	195.0	60.0	428.0	18	7298.0	176.0	Key words	3,13131	2812	187.0	60.0	428.0	15	7298.0	176.0	3,11309	5840	1460.0	236.0	3808.0	4	7298.0	664.0	5936	1484.0	268.0	3832.0	4	7266.0	696.0	0	8	7266.0	7962.0	202,74	203,8
1791	62	22.0	Process	Exercise	36980	216.0	64.0	708.0	171	463.0	520.0	Example	3,2288	33472	220.0	72.0	708.0	152	5391.0	384.0	3,22979	49252	9850.0	520.0	25092.0	5	463.0	520.0	49452	9890.0	536.0	25164.0	5	447.0	536.0	0	129		15263.0		286,07
1790	62	22.0	Process	Example	14864	191.0	72.0	468.0	78	15767.0	224.0	Example	3,00795	12672	186.0	72.0	380.0	68	15767.0	224.0	3,00976	18196	6065.0	144.0	17828.0	3	15767.0	224.0	18240	6080.0	144.0	17828.0	3	15723.0	268.0	0	64	15723.0	95507.0	230,09	162,26
1792	62	22.0	Process	Theory	14232	198.0	88.0	600.0	72	15303.0	212.0	Example	2,95148	13384	197.0	88.0	600.0	68	15303.0	212.0	2,95172	17428	4357.0	244.0	15828.0	4	15303.0	420.0	17624	4406.0	268.0	15924.0	4	15263.0	460.0	0	58	15263.0	15723.0	286,07	230,09
1794	62	25.0	Perception	Supporting text	20936	207.0	60.0	508.0	101	2341.0	104.0	Multiple choice question	3,17177	18744	215.0	80.0	508.0	87	2341.0	104.0	3,17483	27448	27448.0	27448.0	27448.0	1	2341.0	27448.0	27544	27544.0	27544.0	27544.0	1	2245.0	27544.0	0	78				
1793	62	25.0	Perception	Multiple choice question	27208	200.0	60.0	460.0	136	30021.0	60.0	Multiple choice question	3,02247	21136	205.0	60.0	460.0	103	30021.0	60.0	3,03189	37568	6261.0	300.0	19580.0	6	30021.0	928.0	37796	6299.0	324.0	19600.0	6	29913.0	1036.0	0	97	31101.0	31589.0	132,74	108,7
1796	62	28.0	Perception	Supporting text	17784	193.0	68.0	556.0	92	22628.0	136.0	Supporting text	3,01738	13752	199.0	68.0	556.0	69	22628.0	136.0	3,02004	23520	11760.0	100.0	23420.0	2	22628.0	23420.0	23664	11832.0	176.0	23488.0	2	22560.0	23488.0	0	68	22560.0		362,99	
1795	62	28.0	Perception	Multiple choice question	21688	194.0	60.0	892.0	112	652.0	84.0	Supporting text	3,12442	20988	200.0	64.0	892.0	105	1152.0	184.0	3,12359	24996	12498.0	3088.0	21908.0	2	652.0	21908.0	24996	12498.0	3088.0	21908.0	2	652.0	21908.0	0	104		22560.0		362,99
1799	62	31.0	Perception	Third additional material	5900	197.0	116.0	364.0	30	5471.0	304.0	Third additional material	3,04156	5900	197.0	116.0	364.0	30	5471.0	304.0	3,04156	6708	2236.0	448.0	5528.0	3	5471.0	732.0	6784	2261.0	468.0	5552.0	3	5439.0	764.0	0	27	30343.0	6203.0	99,38	283,02
1798	62	31.0	Perception	Second additional material	5452	170.0	108.0	256.0	32	1391.0	140.0	Third additional material	3,07061	3660	174.0	108.0	256.0	21	6235.0	160.0	3,08397	7240	1448.0	220.0	5476.0	5	1391.0	328.0	7312	1462.0	236.0	5500.0	5	1391.0	328.0	0	16	6203.0	1719.0	283,02	273,54
1797	62	31.0	Perception	First additional material	12752	196.0	64.0	376.0	65	415.0	128.0	Third additional material	3,21137	11900	205.0	80.0	376.0	58	1747.0	164.0	3,20671	15884	3971.0	164.0	14664.0	4	415.0	736.0	16076	4019.0	192.0	14696.0	4	379.0	772.0	0	54	1719.0	1911.0	273,54	103,59
1801	63	4.0	Understanding	Summary	14857	177.0	64.0	348.0	84	1265.0	156.0	Summary	3,22564	14776	178.0	64.0	348.0	83	1265.0	156.0	3,22623	17517	8759.0	384.0	17133.0	2	1265.0	384.0	17569	8785.0	432.0	17137.0	2	1217.0	432.0	0	77	1217.0	1649.0	460,94	520,25
1800	63	4.0	Understanding	Table of contents	7960	190.0	64.0	604.0	42	153.0	96.0	Summary	3,30248	7960	190.0	64.0	604.0	42	153.0	96.0	3,30248	9024	3008.0	1064.0	4744.0	3	153.0	1064.0	9140	3047.0	1092.0	4784.0	3	125.0	1092.0	0	39	125.0	1217.0	135,04	460,94
1802	63	7.0	Input	Key words	3708	185.0	84.0	540.0	20	1955.0	108.0	Illustrations	3,19707	3708	185.0	84.0	540.0	20	1955.0	108.0	3,19707	4016	669.0	368.0	1116.0	6	1955.0	1116.0	4220	703.0	404.0	1156.0	6	1915.0	1156.0	0	14	1915.0	3071.0	389,21	312,56
1803	63	7.0	Input	Illustrations	3064	180.0	88.0	324.0	17	143.0	124.0	Illustrations	3,20396	3064	180.0	88.0	324.0	17	143.0	124.0	3,20396	3416	488.0	200.0	1556.0	7	143.0	1556.0	3640	520.0	228.0	1580.0	7	119.0	1580.0	0	9	119.0	1699.0	149,47	222,37
1804	63	10.0	Process	Example	10228	179.0	76.0	312.0	57	2795.0	184.0	Theory	3,00827	10228	179.0	76.0	312.0	57	2795.0	184.0	3,00827	12060	6030.0	352.0	11708.0	2	2795.0	352.0	12152	6076.0	404.0	11748.0	2	2743.0	404.0	0	54	2743.0	3147.0	453,43	370,7
1805	63	10.0	Process	Exercise	26572	209.0	76.0	736.0	127	879.0	196.0	Theory	3,06634	26572	209.0	76.0	736.0	127	879.0	196.0	3,06634	30252	7563.0	436.0	21700.0	4	879.0	436.0	30388	7597.0	444.0	21724.0	4	871.0	444.0	0	119	3951.0	4567.0	260,17	286,54
1806	63	10.0	Process	Theory	22781	187.0	68.0	464.0	122	455.0	172.0	Theory	3,17373	22140	186.0	68.0	464.0	119	455.0	172.0	3,16835	26973	4496.0	69.0	22544.0	6	455.0	368.0	27205	4534.0	145.0	22580.0	6	411.0	412.0	0	107	411.0	2743.0	397,82	453,43
1807	63	13.0	Input	Key words	2126	193.0	64.0	432.0	11	0.0	178.0	Illustrations	3,26436	1948	195.0	64.0	432.0	10	230.0	120.0	3,24715	2294	574.0	244.0	890.0	4	0.0	890.0	2394	599.0	284.0	890.0	4	0.0	890.0	0	6	1038.0	890.0	279,68	232,38
1808	63	13.0	Input	Illustrations	893	149.0	93.0	220.0	6	918.0	120.0	Illustrations	3,23141	800	160.0	120.0	220.0	5	918.0	120.0	3,23078	937	187.0	93.0	368.0	5	918.0	120.0	1105	221.0	125.0	400.0	5	890.0	148.0	0	1	890.0	1038.0	232,38	279,68
1811	63	16.0	Process	Theory	12660	208.0	88.0	424.0	61	11403.0	392.0	Exercise	3,23506	12660	208.0	88.0	424.0	61	11403.0	392.0	3,23506	14776	14776.0	14776.0	14776.0	1	11403.0	14776.0	14832	14832.0	14832.0	14832.0	1	11347.0	14832.0	0	57	11347.0	26179.0	605,84	118,42
1809	63	16.0	Process	Example	7940	185.0	64.0	336.0	43	250.0	128.0	Exercise	3,23207	7940	185.0	64.0	336.0	43	250.0	128.0	3,23207	9392	3131.0	140.0	9068.0	3	250.0	9068.0	9500	3167.0	164.0	9112.0	3	206.0	9112.0	0	38	206.0	9319.0	458,66	576,39
1810	63	16.0	Process	Exercise	18236	203.0	64.0	640.0	90	26199.0	336.0	Exercise	3,02214	18236	203.0	64.0	640.0	90	26199.0	336.0	3,02214	21260	21260.0	21260.0	21260.0	1	26199.0	21260.0	21280	21280.0	21280.0	21280.0	1	26179.0	21280.0	0	83	26179.0	47459.0	118,42	370,07
1813	63	19.0	Input	Illustrations	842	168.0	120.0	270.0	5	182.0	160.0	Illustrations	3,13848	572	143.0	120.0	168.0	4	182.0	160.0	3,19794	898	299.0	120.0	422.0	3	182.0	356.0	998	333.0	156.0	454.0	3	150.0	388.0	0	2	150.0	538.0	311,91	246,83
1812	63	19.0	Input	Key words	1648	235.0	120.0	512.0	7	1566.0	120.0	Illustrations	3,20218	1648	235.0	120.0	512.0	7	1566.0	120.0	3,20218	1808	904.0	864.0	944.0	2	1566.0	944.0	1900	950.0	904.0	996.0	2	1514.0	996.0	0	5	1514.0	3650.0	555,93	244,22
1814	63	22.0	Process	Example	10076	194.0	64.0	472.0	52	35582.0	160.0	Example	2,9774	10076	194.0	64.0	472.0	52	35582.0	160.0	2,9774	11720	5860.0	1036.0	10684.0	2	35582.0	1036.0	11772	5886.0	1064.0	10708.0	2	35554.0	1064.0	0	47	35554.0	36618.0	192,5	207,16
1816	63	22.0	Process	Theory	5764	180.0	108.0	260.0	32	25.0	168.0	Example	3,16261	5764	180.0	108.0	260.0	32	25.0	168.0	3,16261	6728	2243.0	168.0	3388.0	3	25.0	168.0	6826	2275.0	193.0	3420.0	3	0.0	193.0	0	29	32342.0	35554.0	311,87	192,5
1815	63	22.0	Process	Exercise	26052	204.0	60.0	748.0	128	249.0	100.0	Example	3,15704	26052	204.0	60.0	748.0	128	249.0	100.0	3,15704	31508	15754.0	14412.0	17096.0	2	249.0	14412.0	31528	15764.0	14424.0	17104.0	2	237.0	14424.0	0	102	15238.0	32342.0	30,74	311,87
1818	63	25.0	Perception	Supporting text	15780	192.0	64.0	628.0	82	210.0	144.0	Multiple choice question	3,16483	15780	192.0	64.0	628.0	82	210.0	144.0	3,16483	19140	9570.0	120.0	19020.0	2	210.0	19020.0	19180	9590.0	128.0	19052.0	2	178.0	19052.0	0	69	178.0	19230.0	286,3	166,53
1817	63	25.0	Perception	Multiple choice question	25985	197.0	8.0	688.0	132	20006.0	164.0	Multiple choice question	3,03687	25976	198.0	64.0	688.0	131	20006.0	164.0	3,0369	30049	5008.0	160.0	13652.0	6	20006.0	13652.0	30237	5039.0	200.0	13676.0	6	19982.0	13676.0	0	120	19982.0	42939.0	249,24	510,98
1820	63	28.0	Perception	Supporting text	12552	182.0	64.0	372.0	69	19895.0	152.0	Supporting text	3,09826	11644	185.0	64.0	372.0	63	19895.0	152.0	3,09641	15860	7930.0	372.0	15488.0	2	19895.0	372.0	15952	7976.0	412.0	15540.0	2	19855.0	412.0	0	54	19855.0	20267.0	408,25	260,28
1819	63	28.0	Perception	Multiple choice question	14696	196.0	68.0	436.0	75	211.0	124.0	Supporting text	3,33076	14420	198.0	68.0	436.0	73	211.0	124.0	3,32943	20500	10250.0	856.0	19644.0	2	211.0	19644.0	20568	10284.0	900.0	19668.0	2	187.0	19668.0	0	66	187.0	19855.0	160,78	408,25
1823	63	31.0	Perception	Third additional material	1136	189.0	144.0	248.0	6	7906.0	216.0	Second additional material	3,02286	1136	189.0	144.0	248.0	6	7906.0	216.0	3,02286	1328	1328.0	1328.0	1328.0	1	7906.0	1328.0	1364	1364.0	1364.0	1364.0	1	7870.0	1364.0	0	5	7870.0	9234.0	223,29	455,19
1822	63	31.0	Perception	Second additional material	868	217.0	184.0	248.0	4	7154.0	184.0	Second additional material	3,09803	868	217.0	184.0	248.0	4	7154.0	184.0	3,09803	936	468.0	220.0	716.0	2	7154.0	716.0	1024	512.0	272.0	752.0	2	7118.0	752.0	0	2	7118.0	7870.0	249,82	223,29
1821	63	31.0	Perception	First additional material	3864	193.0	72.0	396.0	20	210.0	120.0	Second additional material	3,29394	3732	196.0	72.0	396.0	19	210.0	120.0	3,29027	4564	2282.0	528.0	4036.0	2	210.0	528.0	4600	2300.0	540.0	4060.0	2	198.0	540.0	0	15	3058.0	738.0	135,04	269,36
1824	64	4.0	Understanding	Table of contents	6924	239.0	76.0	460.0	29	2892.0	252.0	Summary	3,05212	6216	239.0	76.0	460.0	26	5788.0	436.0	3,04291	9884	9884.0	9884.0	9884.0	1	2892.0	9884.0	9884	9884.0	9884.0	9884.0	1	2892.0	9884.0	0	24		12776.0		426,38
1825	64	4.0	Understanding	Summary	7268	196.0	64.0	556.0	37	12832.0	124.0	Summary	3,17902	3512	270.0	180.0	556.0	13	14344.0	268.0	3,17112	19180	19180.0	19180.0	19180.0	1	12832.0	19180.0	19236	19236.0	19236.0	19236.0	1	12776.0	19236.0	0	17	12776.0		426,38	
1826	64	7.0	Input	Key words	544	109.0	68.0	136.0	5	4865.0	124.0	Key words	3,11509	0				0				3112	778.0	116.0	2736.0	4	4865.0	124.0	3132	783.0	116.0	2756.0	4	4865.0	124.0	0	0				
1827	64	7.0	Input	Illustrations	2936	163.0	60.0	368.0	18	277.0	132.0	Key words	3,19594	1464	244.0	148.0	368.0	6	1665.0	188.0	3,20569	5148	1287.0	180.0	3260.0	4	277.0	3260.0	5148	1287.0	180.0	3260.0	4	277.0	3260.0	0	7				
1828	64	10.0	Process	Example	12972	185.0	60.0	468.0	70	64840.0	180.0	Example	3,15592	5848	209.0	100.0	404.0	28	64840.0	180.0	3,14725	23788	23788.0	23788.0	23788.0	1	64840.0	23788.0	23816	23816.0	23816.0	23816.0	1	64812.0	23816.0	0	27	64812.0		193,12	
1830	64	10.0	Process	Theory	9956	178.0	60.0	440.0	56	749.0	60.0	Example	3,18309	4564	240.0	140.0	440.0	19	7825.0	140.0	3,16365	22252	22252.0	22252.0	22252.0	1	749.0	22252.0	22252	22252.0	22252.0	22252.0	1	749.0	22252.0	0	23				
1829	64	10.0	Process	Exercise	17424	181.0	60.0	468.0	96	23257.0	92.0	Example	3,14503	7292	208.0	64.0	468.0	35	28965.0	100.0	3,1164	35851	7170.0	80.0	16040.0	5	23257.0	452.0	35919	7184.0	100.0	16056.0	5	23253.0	456.0	0	29	33772.0	64812.0	69,07	193,12
1831	64	13.0	Input	Key words	1544	221.0	68.0	476.0	7	1728.0	228.0	Key words	3,1501	148	148.0	148.0	148.0	1	2328.0	148.0	3,17103	4132	1377.0	116.0	3540.0	3	1728.0	3540.0	4164	1388.0	148.0	3540.0	3	1728.0	3540.0	0	2	6392.0	6136.0	188,01	262,33
1832	64	13.0	Input	Illustrations	280	140.0	64.0	216.0	2	5568.0	64.0	Key words	3,04743	216	216.0	216.0	216.0	1	6176.0	216.0	3,02896	280	140.0	64.0	216.0	2	5568.0	64.0	320	160.0	64.0	256.0	2	5568.0	64.0	0	0	6136.0	6392.0	262,33	188,01
1835	64	16.0	Process	Theory	556	185.0	104.0	272.0	3	8226.0	272.0	Theory	3,2594	0				0				556	185.0	104.0	272.0	3	8226.0	272.0	612	204.0	104.0	272.0	3	8226.0	272.0	0	0	10366.0	8498.0	406,79	228,86
1833	64	16.0	Process	Example	4170	190.0	60.0	416.0	22	0.0	207.0	Theory	3,24823	2196	244.0	152.0	416.0	9	3002.0	164.0	3,2155	9370	4685.0	1240.0	8130.0	2	0.0	8130.0	9406	4703.0	1276.0	8130.0	2	0.0	8130.0	0	11	9090.0	10366.0	368,08	406,79
1834	64	16.0	Process	Exercise	8376	171.0	60.0	432.0	49	8534.0	352.0	Theory	3,18391	3820	255.0	88.0	432.0	15	8534.0	352.0	3,15103	27383	9128.0	556.0	25248.0	3	8534.0	556.0	27451	9150.0	592.0	25248.0	3	8498.0	592.0	0	14	8498.0	9090.0	228,86	368,08
1837	64	19.0	Input	Illustrations	1552	194.0	80.0	392.0	8	180.0	156.0	Key words	3,25389	1316	219.0	160.0	392.0	6	1980.0	392.0	3,21243	1976	494.0	408.0	596.0	4	180.0	552.0	2104	526.0	436.0	628.0	4	148.0	584.0	0	3	1948.0	2576.0	288,82	421,11
1836	64	19.0	Input	Key words	1477	185.0	120.0	272.0	8	1152.0	236.0	Key words	3,29675	792	198.0	144.0	272.0	4	1420.0	192.0	3,27286	1605	401.0	189.0	796.0	4	1152.0	796.0	1701	425.0	217.0	796.0	4	1152.0	796.0	0	3	2576.0	1948.0	421,11	288,82
1840	64	22.0	Process	Theory	428	143.0	84.0	228.0	3	7739.0	84.0	Example	3,13056	228	228.0	228.0	228.0	1	46495.0	228.0	3,09712	428	143.0	84.0	228.0	3	7739.0	84.0	496	165.0	100.0	280.0	3	7723.0	100.0	0	0	7723.0	46723.0	45,49	493,38
1839	64	22.0	Process	Exercise	24156	214.0	68.0	632.0	113	491.0	228.0	Example	3,25067	8072	288.0	144.0	632.0	28	2567.0	580.0	3,21969	43003	21502.0	6988.0	36015.0	2	491.0	6988.0	43003	21502.0	6988.0	36015.0	2	491.0	6988.0	0	35		7479.0		263,27
1838	64	22.0	Process	Example	2196	169.0	60.0	296.0	13	46795.0	176.0	Example	3,17077	1500	214.0	152.0	296.0	7	46795.0	176.0	3,16202	3804	3804.0	3804.0	3804.0	1	46795.0	3804.0	3876	3876.0	3876.0	3876.0	1	46723.0	3876.0	0	7	46723.0		493,38	
1842	64	25.0	Perception	Supporting text	1725	172.0	64.0	284.0	10	283.0	172.0	Supporting text	3,22326	904	226.0	168.0	284.0	4	3367.0	284.0	3,17668	4645	1548.0	404.0	3648.0	3	283.0	3648.0	4689	1563.0	448.0	3648.0	3	283.0	3648.0	0	3	16179.0	3931.0	310,97	400,51
1841	64	25.0	Perception	Multiple choice question	17344	199.0	60.0	548.0	87	3987.0	140.0	Supporting text	3,11999	11976	240.0	64.0	548.0	50	3987.0	140.0	3,11732	38023	7605.0	816.0	11308.0	5	3987.0	816.0	38227	7645.0	872.0	11376.0	5	3931.0	872.0	0	45	3931.0	4803.0	400,51	119,08
1844	64	28.0	Perception	Supporting text	436	109.0	64.0	192.0	4	22405.0	192.0	Multiple choice question	3,22242	192	192.0	192.0	192.0	1	22405.0	192.0	3,24955	672	336.0	252.0	420.0	2	22405.0	420.0	756	378.0	276.0	480.0	2	22345.0	480.0	0	0	23341.0		181,87	
1843	64	28.0	Perception	Multiple choice question	14996	217.0	68.0	684.0	69	1026.0	76.0	Multiple choice question	3,16436	11164	260.0	80.0	684.0	43	2490.0	172.0	3,15174	23220	7740.0	220.0	21072.0	3	1026.0	21072.0	23220	7740.0	220.0	21072.0	3	1026.0	21072.0	0	43		23341.0		181,87
1847	64	31.0	Perception	Third additional material	5268	195.0	72.0	564.0	27	1703.0	212.0	Third additional material	3,18695	2200	244.0	136.0	564.0	9	1703.0	212.0	3,21195	8556	4278.0	1008.0	7548.0	2	1703.0	1008.0	8632	4316.0	1052.0	7580.0	2	1659.0	1052.0	0	9	1659.0	2711.0	310,33	407,51
1846	64	31.0	Perception	Second additional material	4948	236.0	104.0	448.0	21	959.0	324.0	Third additional material	3,16035	3384	308.0	216.0	448.0	11	959.0	324.0	3,12473	7208	1802.0	428.0	3672.0	4	959.0	700.0	7340	1835.0	440.0	3724.0	4	931.0	728.0	0	9	14499.0	1659.0	120,97	310,33
